Caption	CommandLine	CreationClassName	CreationDate	CSCreationClassName	CSName	Description	ExecutablePath	ExecutionState	Handle	HandleCount	InstallDate	KernelModeTime	MaximumWorkingSetSize	MinimumWorkingSetSize	Name	OSCreationClassName	OSName	OtherOperationCount	OtherTransferCount	PageFaults	PageFileUsage	ParentProcessId	PeakPageFileUsage	PeakVirtualSize	PeakWorkingSetSize	Priority	PrivatePageCount	ProcessId	QuotaNonPagedPoolUsage	QuotaPagedPoolUsage	QuotaPeakNonPagedPoolUsage	QuotaPeakPagedPoolUsage	ReadOperationCount	ReadTransferCount	SessionId	Status	TerminationDate	ThreadCount	UserModeTime	VirtualSize	WindowsVersion	WorkingSetSize	WriteOperationCount	WriteTransferCount																																				
FoxitReader.exe	C:\PROGRAM FILES (X86)\FOXIT SOFTWARE\FOXIT READER\FOXITREADER.EXE	D:\GitProjects\UpWorkProjects\AWS_dataAnonymization\cat-mannual-1.0.PDF	Win32_Process	20201031110919.846025-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	FoxitReader.exe	C:\PROGRAM	FILES	(X86)\FOXIT	SOFTWARE\FOXIT	READER\FOXITREADER.EXE	18188	870	339531250	1380	200	FoxitReader.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	84608	2109288	774619	48856	9664	71100	381669376	93952	8	50028544	18188	52	572	61	602	22308	33594671	1	23	338906250	359309312	10.0.19041	55054336	1043	588667																																
FoxitReaderConnectedPDFService.exe	C:\PROGRAM FILES (X86)\FOXIT SOFTWARE\FOXIT READER\FoxitReaderConnectedPDFService.exe	#NAME?	Win32_Process	20201031110923.088318-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	FoxitReaderConnectedPDFService.exe	C:\PROGRAM	FILES	(X86)\FOXIT	SOFTWARE\FOXIT	READER\FoxitReaderConnectedPDFService.exe	17828	329	529218750	1380	200	FoxitReaderConnectedPDFService.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1072902	5093802	8308	3688	18188	3980	120606720	14760	8	3776512	17828	21	193	24	209	49028	807619	1	10	178437500	106979328	10.0.19041	14540800	1	116																																
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201031110923.170292-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	5892	121	2343750	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	457	21426	3996	6672	17828	6740	2.20346E+12	12988	8	6832128	5892	10	171	10	187	1	60	1	3	468750	2.20345E+12	10.0.19041	7680000	0	0																																				
svchost.exe	Win32_Process	20201031114322.622487-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	9040	771	524062500	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	134525	8694877	1863879	60216	1012	91144	2.20388E+12	96524	8	61661184	9040	79	286	282	574	3844	106147252	0	9	1279375000	2.20373E+12	10.0.19041	42926080	4722	96024410																																									
MoUsoCoreWorker.exe	Win32_Process	20201031115349.277558-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	MoUsoCoreWorker.exe	9268	518	209218750	MoUsoCoreWorker.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	123364	895928	204862	74212	1152	93588	2.20357E+12	68048	8	75993088	9268	23	173	26	197	50674	31813180	0	10	171093750	2.20355E+12	10.0.19041	21454848	6730	14438328																																									
msedge.exe	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	#NAME?	"--field-trial-handle=1936,3089587687338045903,17150502394413301947,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201101094557.605913-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	msedge.exe	C:\Program	Files	(x86)\Microsoft\Edge\Application\msedge.exe	18288	375	7187500	1380	200	msedge.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	484	29498	43406	35032	12428	39300	2.21225E+12	78912	8	35872768	18288	20	492	31	541	5644	1174358	1	16	29843750	2.20808E+12	10.0.19041	57491456	6404	2716396																								
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain	#NAME?	#NAME?	Win32_Process	20201101095610.570230-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	1264	214	4062500	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	355	4984	26829	16508	16848	19960	2.21218E+12	73200	8	16904192	1264	16	435	16	436	19	311473	1	8	6093750	2.20788E+12	10.0.19041	67051520	2	415																																
OfficeClickToRun.exe	Win32_Process	20201101095946.434082-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	OfficeClickToRun.exe	26356	823	469062500	OfficeClickToRun.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	280521	4829868	158705	52392	1012	105728	2.20375E+12	122712	8	53649408	26356	30	373	34	537	13205	43971433	0	26	244687500	2.20366E+12	10.0.19041	43175936	2010	16996371																																									
AppVShNotify.exe	Win32_Process	20201101100033.403039-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	AppVShNotify.exe	19140	148	312500	AppVShNotify.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	82	2400	2516	1580	26356	1792	2.2034E+12	7464	8	1617920	19140	8	96	9	99	6	647	0	1	156250	2.2034E+12	10.0.19041	6303744	5	676																																									
AppVShNotify.exe	C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe	Win32_Process	20201101100033.414329-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	AppVShNotify.exe	C:\Program	Files\Common	Files\Microsoft	Shared\ClickToRun\AppVShNotify.exe	3276	154	0	1380	200	AppVShNotify.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	89	2462	2750	1828	26356	2044	2.20343E+12	8292	8	1871872	3276	9	137	10	140	6	647	1	1	312500	2.20342E+12	10.0.19041	7151616	5	676																																		
SearchIndexer.exe	Win32_Process	20201101100146.884641-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	SearchIndexer.exe	21520	961	418125000	SearchIndexer.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	480803	127656394	756242	50504	1012	82304	2.20378E+12	77824	8	51716096	21520	79	277	206	287	9676	76573976	0	38	1204687500	2.20375E+12	10.0.19041	58380288	20860	375957582																																									
WhatsApp.exe	C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	Win32_Process	20201101100301.298550-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	WhatsApp.exe	C:\Program	Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	4560	1044	432031250	1380	200	WhatsApp.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	94405	2785340	402350	176888	9664	186156	2.20422E+12	169952	8	181133312	4560	64	875	72	1014	121652	268226465	1	29	1764687500	2.20419E+12	10.0.19041	122580992	148337	65615517																																				
WhatsApp.exe	C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	--url=https://crashlogs.whatsapp.net/wa_clb_data?access_token=1063127757113399%7C745146ffa34413f9dbb5469f5370b7af	"--initial-client-data=0x544,0x548,0x54c,0x540,0x550,0x7ff77ea22298,0x7ff77ea222a8,0x7ff77ea222b8"	Win32_Process	20201101100302.416628-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	WhatsApp.exe	C:\Program	Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	19272	219	2031250	1380	200	WhatsApp.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	954	5584	8216	9936	4560	10036	2.20358E+12	26864	8	10174464	19272	15	421	16	422	3	112	1	6	468750	2.20358E+12	10.0.19041	23760896	2	24																												
WhatsApp.exe	C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	#NAME?	"--field-trial-handle=1696,8225290689827790904,4698545254307627174,131072"	#NAME?	#NAME?	#NAME?	#NAME?	"--ignored="""	#NAME?	 /prefetch:2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Win32_Process      20201101100302.733748-240  Win32_ComputerSystem  LAPTOP-S4JKFBQ4  WhatsApp.exe                                            C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe                                          14120   1041                      621093750       1380                   200                    WhatsApp.exe                                            Win32_OperatingSystem  Microsoft Windows 10 Pro|C:\WINDOWS|\Device\Harddisk0\Partition3  4773                 464156              2427591     281856         4560             354104             2204258934784    332444              10        288620544         14120      33                      918                  38                          984                      169471              330594652          1                                   12           1382031250    2204197462016  10.0.19041      164134912       161568               43216996            																																																																						
WhatsApp.exe	C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	#NAME?	"--field-trial-handle=1696,8225290689827790904,4698545254307627174,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:8	Win32_Process	20201101100302.797471-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	WhatsApp.exe	C:\Program	Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	23032	437	56718750	1380	200	WhatsApp.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	53015	5509012	32594	12464	4560	32024	2.20365E+12	54072	8	12763136	23032	21	476	541	481	13810	11260437	1	8	47031250	2.20364E+12	10.0.19041	35090432	17579	3569132																						
WhatsApp.exe	C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	#NAME?	#NAME?	"--field-trial-handle=1696,8225290689827790904,4698545254307627174,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--app-path=""C:\Program"	"Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\resources\app.asar"""	#NAME?	#NAME?	"--preload=""C:\Program"	"Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\resources\app.asar\preload.js"""	#NAME?	--background-color=#fff	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201101100302.986636-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	WhatsApp.exe	C:\Program	Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	22428	623	385937500	1380	200	WhatsApp.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1580	7384	1414888	251196	4560	317348	2.20454E+12	273728	8	257224704	22428	98	610	106	649	240646	65429079	1	22	4263750000	2.2045E+12	10.0.19041	217407488	249395	366679468							
WhatsApp.exe	C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	#NAME?	#NAME?	"--field-trial-handle=1696,8225290689827790904,4698545254307627174,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	"--app-path=""C:\Program"	"Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\resources\app.asar"""	#NAME?	#NAME?	"--preload=""C:\Program"	"Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\resources\app.asar\voip_window_preload.js"""	#NAME?	--background-color=#00ffffff	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:1	Win32_Process	20201101100303.066802-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	WhatsApp.exe	C:\Program	Files\WindowsApps\5319275A.WhatsAppDesktop_2.2043.19.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe	23184	328	7187500	1380	200	WhatsApp.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	379	3674	52671	55396	4560	96112	2.20402E+12	115188	8	56725504	23184	50	460	56	463	4726	3814694	1	17	41875000	2.204E+12	10.0.19041	50147328	2301	375508							
Skype.exe	C:\Program Files\WindowsApps\Microsoft.SkypeApp_15.65.78.0_x86__kzf8qxf38zg5c\Skype\Skype.exe	#NAME?	"--field-trial-handle=2364,11082549326047063239,2913200654511623452,131072"	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	#NAME?	/prefetch:8	Win32_Process	20201101100347.474505-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Skype.exe	C:\Program	Files\WindowsApps\Microsoft.SkypeApp_15.65.78.0_x86__kzf8qxf38zg5c\Skype\Skype.exe	492	356	52656250	1380	200	Skype.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2607	102958	29807	13520	14428	14960	316014592	60628	8	13844480	492	23	446	27	450	2292	117870	1	8	28437500	306843648	10.0.19041	59236352	2993	316552																											
dllhost.exe	C:\WINDOWS\SysWOW64\DllHost.exe	/Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}	Win32_Process	20201101100529.993554-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	dllhost.exe	C:\WINDOWS\SysWOW64\DllHost.exe	5596	151	625000	1380	200	dllhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	73	1112	4270	2168	1152	2656	92532736	11688	8	2220032	5596	11	104	13	114	0	0	1	2	468750	85680128	10.0.19041	8560640	0	0																																				
ipython.exe	ipython	Win32_Process	20201101103036.643457-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	ipython.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\Scripts\ipython.exe	17856	68	156250	1380	200	ipython.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	26	790	1362	700	16112	840	20488192	4344	8	716800	17856	6	35	7	35	3	1100	1	1	0	17866752	10.0.19041	4018176	0	0																																					
python.exe	c:\users\kiran\appdata\local\programs\python\python38-32\python.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\Scripts\ipython.exe	Win32_Process	20201101103036.676392-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	python.exe	c:\users\kiran\appdata\local\programs\python\python38-32\python.exe	24316	204	13125000	1380	200	python.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	24381	757483	9743	23696	17856	23992	114724864	33688	8	24264704	24316	28	145	30	145	1226	6934005	1	4	70156250	105549824	10.0.19041	10973184	100	212495																																				
python.exe	C:\Users\kiran\Anaconda3\python.exe	c:\Users\kiran\.vscode\extensions\ms-python.python-2020.9.114305\pythonFiles\lib\python\jedi\inference\compiled\subprocess\__main__.py	c:\Users\kiran\.vscode\extensions\ms-python.python-2020.9.114305\pythonFiles\lib\python	3.7.4	Win32_Process	20201101104031.034934-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	python.exe	C:\Users\kiran\Anaconda3\python.exe	12156	100	3750000	1380	200	python.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	8283	509290	6453	17924	1048	17964	4382834688	23296	8	18354176	12156	15	64	15	65	4052	5793978	1	1	11250000	4377788416	10.0.19041	6520832	3417	2954823																																		
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201101104031.046380-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	24712	96	468750	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	35	1668	3310	6304	12156	6364	2.20342E+12	11140	8	6455296	24712	8	119	8	119	0	0	1	2	312500	2.20342E+12	10.0.19041	5836800	0	0																																				
Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\Code.exe	c:\Users\kiran\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\html-language-features\server\dist\node\htmlServerMain	#NAME?	#NAME?	Win32_Process	20201101104100.835803-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	Code.exe	C:\Users\kiran\AppData\Local\Programs\Microsoft	VS	Code\Code.exe	18892	212	4375000	1380	200	Code.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	405	6254	41016	39708	16848	59020	2.21218E+12	113936	8	40660992	18892	17	435	17	436	24	10105071	1	8	12343750	2.20789E+12	10.0.19041	65638400	3	1014																																
svchost.exe	Win32_Process	20201101224224.169538-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	svchost.exe	10444	100	468750	svchost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	37	918	2089	1284	1012	1548	2.20339E+12	6388	8	1314816	10444	8	67	8	67	0	0	0	2	0	2.20339E+12	10.0.19041	5509120	0	0																																									
explorer.exe	explorer.exe	Win32_Process	20201101225744.797484-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	explorer.exe	C:\WINDOWS\explorer.exe	13536	3922	6286562500	1380	200	explorer.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1250558	43366836	1990865	159400	1020	177336	2.2044E+12	211672	8	163225600	13536	162	1395	261	1827	1431577	506323070	1	124	4795781250	2.20424E+12	10.0.19041	196349952	63382	53376386																																					
StartMenuExperienceHost.exe	C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe	#NAME?	Win32_Process	20201101225746.456954-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	StartMenuExperienceHost.exe	C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe	5292	781	79062500	1380	200	StartMenuExperienceHost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	2665	44710	277301	39612	1152	61220	2.2039E+12	119924	8	40562688	5292	35	883	43	1406	253	5674257	1	12	238750000	2.20383E+12	10.0.19041	96399360	972	165202																																				
SearchApp.exe	C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe	#NAME?	Win32_Process	20201101225747.147659-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	SearchApp.exe	C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe	4260	1535	198281250	1380	200	SearchApp.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	48170	4168001	1646361	195120	1152	260752	2.23925E+12	335048	8	199802880	4260	165	1094	222	1165	26536	138496253	1	56	874218750	2.23921E+12	10.0.19041	104263680	5256	62317083																																				
ShellExperienceHost.exe	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	#NAME?	Win32_Process	20201101225747.538638-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	ShellExperienceHost.exe	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	12524	729	30625000	1380	200	ShellExperienceHost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	929	37068	129127	22528	1152	25272	2.20379E+12	76052	8	23068672	12524	32	796	36	889	19	137300	1	18	40625000	2.20378E+12	10.0.19041	57327616	0	0																																				
TextInputHost.exe	C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp\TextInputHost.exe	#NAME?	Win32_Process	20201101225749.078659-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	TextInputHost.exe	C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\InputApp\TextInputHost.exe	13444	536	84531250	1380	200	TextInputHost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	853	7060	26158	14480	1152	14556	2.2037E+12	52900	8	14827520	13444	23	545	24	557	2	8192	1	11	78281250	2.2037E+12	10.0.19041	44576768	0	0																																				
notepad.exe	C:\WINDOWS\system32\NOTEPAD.EXE	D:\GitProjects\UpWorkProjects\AWS_dataAnonymization\requirements.txt	Win32_Process	20201101225757.555834-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	notepad.exe	C:\WINDOWS\system32\NOTEPAD.EXE	8404	273	6093750	1380	200	notepad.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	961	33242	6090	3140	13536	3604	2.20349E+12	17888	8	3215360	8404	15	238	16	242	9	14242	1	1	1406250	2.20348E+12	10.0.19041	15466496	1	246																																				
notepad.exe	C:\WINDOWS\system32\NOTEPAD.EXE	D:\GitProjects\UpWorkProjects\AWS_dataAnonymization\AnonymizationProcess.txt	Win32_Process	20201101230432.089441-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	notepad.exe	C:\WINDOWS\system32\NOTEPAD.EXE	19784	279	43281250	1380	200	notepad.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	5669	258422	8483	3248	13536	3748	2.20349E+12	18656	8	3325952	19784	15	239	16	256	8	2634	1	1	15156250	2.20348E+12	10.0.19041	16297984	5	23906																																				
UserOOBEBroker.exe	C:\Windows\System32\oobe\UserOOBEBroker.exe	#NAME?	Win32_Process	20201101230749.955416-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	UserOOBEBroker.exe	C:\Windows\System32\oobe\UserOOBEBroker.exe	26036	126	2031250	1380	200	UserOOBEBroker.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	120	1764	5114	2204	1152	2268	2.20342E+12	9088	8	2256896	26036	10	120	11	121	1	5164	1	4	2656250	2.20342E+12	10.0.19041	8646656	0	0																																				
notepad.exe	C:\WINDOWS\system32\NOTEPAD.EXE	D:\GitProjects\UpWorkProjects\AWS_dataAnonymization\Patient_Data_with_Unique_md5_identifier.txt	Win32_Process	20201102000555.381467-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	notepad.exe	C:\WINDOWS\system32\NOTEPAD.EXE	9072	278	31093750	1380	200	notepad.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	6353	367184	6298	3208	13536	3592	2.20349E+12	18508	8	3284992	9072	15	239	16	255	8	2634	1	1	10781250	2.20348E+12	10.0.19041	16216064	2	1392																																				
cmd.exe	C:\Windows\System32\cmd.exe	D:\GitProjects\UpWorkProjects\AWS_dataAnonymization	Win32_Process	20201102000634.640784-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	cmd.exe	C:\Windows\System32\cmd.exe	19132	74	312500	1380	200	cmd.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	150	2520	1607	2344	13536	4404	2.20338E+12	4560	8	2400256	19132	6	42	6	43	1	2956	1	1	0	2.20338E+12	10.0.19041	3858432	0	0																																				
conhost.exe	\??\C:\WINDOWS\system32\conhost.exe	0x4	Win32_Process	20201102000634.651793-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	conhost.exe	C:\WINDOWS\system32\conhost.exe	20264	197	108750000	1380	200	conhost.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	6497	495986	5444	7344	19132	7512	2.20348E+12	17468	8	7520256	20264	12	195	13	206	1	60	1	3	29062500	2.20347E+12	10.0.19041	10862592	0	0																																				
ipython.exe	ipython	Win32_Process	20201102000639.326049-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	ipython.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\Scripts\ipython.exe	7944	68	0	1380	200	ipython.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	27	790	1328	700	19132	836	20480000	4340	8	716800	7944	6	35	7	35	4	3215	1	1	156250	17858560	10.0.19041	3932160	0	0																																					
python.exe	c:\users\kiran\appdata\local\programs\python\python38-32\python.exe	C:\Users\kiran\AppData\Local\Programs\Python\Python38-32\Scripts\ipython.exe	Win32_Process	20201102000639.351873-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	python.exe	c:\users\kiran\appdata\local\programs\python\python38-32\python.exe	23368	229	42968750	1380	200	python.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	45633	1949763	17375	45012	7944	45280	155783168	58184	8	46092288	23368	41	163	42	179	1737	11100562	1	7	272812500	147755008	10.0.19041	14364672	85	181688																																				
notepad.exe	C:\WINDOWS\system32\NOTEPAD.EXE	D:\GitProjects\UpWorkProjects\AWS_dataAnonymization\Original_Patient_Data.txt	Win32_Process	20201102001814.262553-240	Win32_ComputerSystem	LAPTOP-S4JKFBQ4	notepad.exe	C:\WINDOWS\system32\NOTEPAD.EXE	13828	273	5937500	1380	200	notepad.exe	Win32_OperatingSystem	Microsoft	Windows	10	Pro|C:\WINDOWS|\Device\Harddisk0\Partition3	1397	58004	6024	3136	13536	3588	2.20349E+12	17936	8	3211264	13828	15	238	16	251	8	2634	1	1	3125000	2.20348E+12	10.0.19041	15626240	1	358																																				
